problem_id,dp,constraints,machine_techniques,human_techniques,machine_solutions,correctness,follow_constraints,new_techniques,new_techniques_ratio
1873B,5,"['if statement', 'for loop', 'while loop', 'recursion', 'misc']",['for loop'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', '[', '.', 's', 'l', ']', 'b', 'd', 'x', 'm', '+', '1', '*', ',', '0', 'h', '2', ';', 'A', 'c', 'j', '#', '!', '/', 'w', '$', '\\', '<', '>', '{', '@', ""'"", '}', 'v', 'k', 'q', 'y']","import sys
from functools import reduce
from operator import mul

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        a.sort()
        product = reduce(mul, [x + 1 if i == 0 else x for i, x in enumerate(a)], 1)
        print(product)
",True,False,1,1.0
1873A,0,['this is the og problem'],"['if statement', 'for loop', 'sorting']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 's', '=', '""', 'c', 'N', 'O', 'l', 'Y', 'E', 'S', 'b', '[', '2', ']', ""'"", ',', 'y', '.', 'w', 'h', '>', '0', '-', '1', '\t', 'x', 'm', 'd', '3', '#', '<', '{', ';', '|', '?', '\\', '}', '*', '9', '7', '+']","def solve():
    t = int(input())
    for _ in range(t):
        s = input()
        if sorted(s) == ['a', 'b', 'c']:
            print(""YES"")
        else:
            print(""NO"")
",False,True,3,1.0
1873A,1,['for loop'],"['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 's', '=', '""', 'c', 'N', 'O', 'l', 'Y', 'E', 'S', 'b', '[', '2', ']', ""'"", ',', 'y', '.', 'w', 'h', '>', '0', '-', '1', '\t', 'x', 'm', 'd', '3', '#', '<', '{', ';', '|', '?', '\\', '}', '*', '9', '7', '+']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        s = input()
        if 'abc' in s or 'acb' in s or 'bac' in s or 'cba' in s:
            print(""YES"")
        else:
            print(""NO"")
",True,False,2,1.0
1873A,2,"['for loop', 'while loop']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 's', '=', '""', 'c', 'N', 'O', 'l', 'Y', 'E', 'S', 'b', '[', '2', ']', ""'"", ',', 'y', '.', 'w', 'h', '>', '0', '-', '1', '\t', 'x', 'm', 'd', '3', '#', '<', '{', ';', '|', '?', '\\', '}', '*', '9', '7', '+']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        s = input()
        if 'abc' in s or 'acb' in s or 'bac' in s or 'cba' in s:
            print(""YES"")
        else:
            print(""NO"")
",True,False,2,1.0
1873A,3,"['for loop', 'while loop', 'recursion']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 's', '=', '""', 'c', 'N', 'O', 'l', 'Y', 'E', 'S', 'b', '[', '2', ']', ""'"", ',', 'y', '.', 'w', 'h', '>', '0', '-', '1', '\t', 'x', 'm', 'd', '3', '#', '<', '{', ';', '|', '?', '\\', '}', '*', '9', '7', '+']","def solve():
    t = int(input())
    for _ in range(t):
        s = input()
        if (s[0] == 'a' and s[1] == 'b' and s[2] == 'c') or \
           (s[0] == 'b' and s[1] == 'a' and s[2] == 'c') or \
           (s[0] == 'c' and s[1] == 'a' and s[2] == 'b'):
            print(""YES"")
        else:
            print(""NO"")
",False,False,2,1.0
1873A,4,"['for loop', 'while loop', 'recursion', 'tuple']","['for loop', 'if statement']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 's', '=', '""', 'c', 'N', 'O', 'l', 'Y', 'E', 'S', 'b', '[', '2', ']', ""'"", ',', 'y', '.', 'w', 'h', '>', '0', '-', '1', '\t', 'x', 'm', 'd', '3', '#', '<', '{', ';', '|', '?', '\\', '}', '*', '9', '7', '+']","def solve():
    t = int(input())
    for _ in range(t):
        s = input()
        if 'a' not in s or 'b' not in s or 'c' not in s:
            print(""NO"")
        else:
            a, b, c = 0, 0, 0
            for char in s:
                if char == 'a':
                    a += 1
                elif char == 'b':
                    b += 1
                else:
                    c += 1
            if (a == 2 and b == 1) or (a == 1 and b == 2) or (b == 2 and c == 1) or (b == 1 and c == 2):
                print(""YES"")
            else:
                print(""NO"")
",False,False,2,1.0
1873A,5,"['for loop', 'while loop', 'recursion', 'tuple', 'if statement']","['while loop', 'if statement']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 's', '=', '""', 'c', 'N', 'O', 'l', 'Y', 'E', 'S', 'b', '[', '2', ']', ""'"", ',', 'y', '.', 'w', 'h', '>', '0', '-', '1', '\t', 'x', 'm', 'd', '3', '#', '<', '{', ';', '|', '?', '\\', '}', '*', '9', '7', '+']","import sys

def solve():
    t = int(input())
    i = 0
    while i < t:
        s = input()
        if (s[0] == 'a' and s[1] != 'b') or (s[0] == 'c' and s[2] != 'b'):
            print(""YES"")
        else:
            print(""NO"")
        i += 1
",False,False,2,1.0
1872A,0,['this is the og problem'],"['if statement', 'while loop', 'break statement']","['i', 'm', 'p', 'o', 'r', 't', ' ', 'a', 'h', '\r', '\n', 'f', '_', 'n', 'g', 'e', '(', 'u', ')', ':', ',', 'b', 'c', '=', '.', 's', 'l', '-', '/', '2', '*', '0', '+', '1', '[', ']', ';', '\t', 'x', 'd', 'j', 'k', 'T', 'A', 'B', 'C', 'D']","import math
def solve():
    a,b,c = map(int,input().split())
    if a==b:
        print(0)
        return
    ans = 0
    while (a!=b):
        if c >= a + b:
            # Handle the case when c is greater than or equal to the sum of a and b
            avg = (a + b) / 2.0
            moves = int((avg - min(a, b)) / c)
            ans += moves
            break
        if a>b:
            a-=c
            b+=c
        else:
            a+=c
            b-=c
        ans +=1
    print(ans)
",False,True,3,1.0
1872A,1,['matrix operation'],"['if statement', 'while loop', 'tuple']","['i', 'm', 'p', 'o', 'r', 't', ' ', 'a', 'h', '\r', '\n', 'f', '_', 'n', 'g', 'e', '(', 'u', ')', ':', ',', 'b', 'c', '=', '.', 's', 'l', '-', '/', '2', '*', '0', '+', '1', '[', ']', ';', '\t', 'x', 'd', 'j', 'k', 'T', 'A', 'B', 'C', 'D']","import math
def solve():
    a,b,c = map(int,input().split())
    if a==b:
        print(0)
        return
    ans = 0
    while (a!=b):
        if a>b:
            a-=c
            b+=c
        else:
            a+=c
            b-=c
        ans +=1
    print(ans)
",False,True,3,1.0
1872A,2,"['matrix operation', 'continue statement']","['if statement', 'while loop', 'break statement']","['i', 'm', 'p', 'o', 'r', 't', ' ', 'a', 'h', '\r', '\n', 'f', '_', 'n', 'g', 'e', '(', 'u', ')', ':', ',', 'b', 'c', '=', '.', 's', 'l', '-', '/', '2', '*', '0', '+', '1', '[', ']', ';', '\t', 'x', 'd', 'j', 'k', 'T', 'A', 'B', 'C', 'D']","import math
def solve():
    a,b,c = map(int,input().split())
    if a==b:
        print(0)
        return
    ans = 0
    while True:
        if abs(a-b)<=c:
            break
        elif a>b:
            a-=c
            b+=c
        else:
            a+=c
            b-=c
        ans +=1
    print((a-b)//2 + ans)
",False,True,3,1.0
1872A,3,"['matrix operation', 'continue statement', 'if statement']","['if statement', 'while loop', 'tuple', 'break statement']","['i', 'm', 'p', 'o', 'r', 't', ' ', 'a', 'h', '\r', '\n', 'f', '_', 'n', 'g', 'e', '(', 'u', ')', ':', ',', 'b', 'c', '=', '.', 's', 'l', '-', '/', '2', '*', '0', '+', '1', '[', ']', ';', '\t', 'x', 'd', 'j', 'k', 'T', 'A', 'B', 'C', 'D']","import math
def solve():
    a,b,c = map(int,input().split())
    avg = (a+b)/2
    moves = 0
    while abs(a-b) > 1e-9:
        if a < b:
            pour = min(c, b - a)
            a += pour
            b -= pour
        else:
            pour = min(c, a - b)
            b += pour
            a -= pour
        moves += 1
    print(moves)
",False,False,4,1.0
1872A,4,"['matrix operation', 'continue statement', 'if statement', 'misc']",['for loop'],"['i', 'm', 'p', 'o', 'r', 't', ' ', 'a', 'h', '\r', '\n', 'f', '_', 'n', 'g', 'e', '(', 'u', ')', ':', ',', 'b', 'c', '=', '.', 's', 'l', '-', '/', '2', '*', '0', '+', '1', '[', ']', ';', '\t', 'x', 'd', 'j', 'k', 'T', 'A', 'B', 'C', 'D']","import math

def solve():
    a, b, c = map(int, input().split())
    return (abs((a - b) % (2 * c)) // c)
",False,True,1,1.0
1872A,5,"['matrix operation', 'continue statement', 'if statement', 'misc', 'tuple']",['tuple'],"['i', 'm', 'p', 'o', 'r', 't', ' ', 'a', 'h', '\r', '\n', 'f', '_', 'n', 'g', 'e', '(', 'u', ')', ':', ',', 'b', 'c', '=', '.', 's', 'l', '-', '/', '2', '*', '0', '+', '1', '[', ']', ';', '\t', 'x', 'd', 'j', 'k', 'T', 'A', 'B', 'C', 'D']","def solve():
    a,b,c = map(int,input().split())
    print(math.ceil((a-b)/(2*c)))
",False,False,1,1.0
1870A,0,['this is the og problem'],['if statement'],"['i', 'm', 'p', 'o', 'r', 't', ' ', 's', 'y', '\r', '\n', 'n', 'u', '=', '.', 'd', 'e', 'a', 'l', '(', ')', 'f', '_', 'g', ':', ',', 'k', 'x', '>', '<', '-', '1', 'c', '*', '/', '2', '+', '0', '!', '#', 'b', 'h', ';', 'T', '{', 'w', '""', '%', '\\', '?', '}', '|', '\t', '&', '[', ']', ""'"", 'N', '5', 'z', 'I', 'v', 'q']","import sys

def solve():
    n, k, x = map(int, input().split())
    if k > n or (k - 1) * k // 2 > x:
        print(-1)
        return
    if x <= k-1: # Additional condition to handle the case where x is less than or equal to k-1
        print(-1)
        return
    ans = k * (k - 1) // 2 + (n - k) * x
    print(ans)
",False,True,1,1.0
1870A,1,['misc'],"['if statement', 'for loop', 'tuple', 'misc']","['i', 'm', 'p', 'o', 'r', 't', ' ', 's', 'y', '\r', '\n', 'n', 'u', '=', '.', 'd', 'e', 'a', 'l', '(', ')', 'f', '_', 'g', ':', ',', 'k', 'x', '>', '<', '-', '1', 'c', '*', '/', '2', '+', '0', '!', '#', 'b', 'h', ';', 'T', '{', 'w', '""', '%', '\\', '?', '}', '|', '\t', '&', '[', ']', ""'"", 'N', '5', 'z', 'I', 'v', 'q']","import sys

def solve():
    n, k, x = map(int, input().split())
    if k > n or (k - 1) * k // 2 > x:
        print(-1)
        return
    ans = 0
    for i in range(k):
        ans += i
    for i in range(n - k):
        ans += min(x, k + i)
    print(ans)
",False,False,4,1.0
1870A,2,"['misc', 'for loop']","['if statement', 'tuple']","['i', 'm', 'p', 'o', 'r', 't', ' ', 's', 'y', '\r', '\n', 'n', 'u', '=', '.', 'd', 'e', 'a', 'l', '(', ')', 'f', '_', 'g', ':', ',', 'k', 'x', '>', '<', '-', '1', 'c', '*', '/', '2', '+', '0', '!', '#', 'b', 'h', ';', 'T', '{', 'w', '""', '%', '\\', '?', '}', '|', '\t', '&', '[', ']', ""'"", 'N', '5', 'z', 'I', 'v', 'q']","def solve():
    try:
        n, k, x = map(int, input().split())
        if k > n or (k - 1) * k // 2 > x:
            print(-1)
            return
        ans = sum(range(k)) + (n - k) * x
        print(ans)
    except ValueError:
        print(""Invalid input"")
",False,True,2,1.0
1870A,3,"['misc', 'for loop', 'break statement']","['if statement', 'recursion']","['i', 'm', 'p', 'o', 'r', 't', ' ', 's', 'y', '\r', '\n', 'n', 'u', '=', '.', 'd', 'e', 'a', 'l', '(', ')', 'f', '_', 'g', ':', ',', 'k', 'x', '>', '<', '-', '1', 'c', '*', '/', '2', '+', '0', '!', '#', 'b', 'h', ';', 'T', '{', 'w', '""', '%', '\\', '?', '}', '|', '\t', '&', '[', ']', ""'"", 'N', '5', 'z', 'I', 'v', 'q']","import sys

def solve(n, k, x, i=0, ans=0):
    if i == n:
        return ans
    if k > x + 1 or n - i < k:
        return -1
    if k <= i:
        return -1
    ans += min(x, i)
    return solve(n, k, x, i+1, ans)
",False,True,2,1.0
1870A,4,"['misc', 'for loop', 'break statement', 'while loop']","['if statement', 'recursion']","['i', 'm', 'p', 'o', 'r', 't', ' ', 's', 'y', '\r', '\n', 'n', 'u', '=', '.', 'd', 'e', 'a', 'l', '(', ')', 'f', '_', 'g', ':', ',', 'k', 'x', '>', '<', '-', '1', 'c', '*', '/', '2', '+', '0', '!', '#', 'b', 'h', ';', 'T', '{', 'w', '""', '%', '\\', '?', '}', '|', '\t', '&', '[', ']', ""'"", 'N', '5', 'z', 'I', 'v', 'q']","import sys

def solve(n, k, x, i=0, ans=0):
    if i == n:
        return ans
    if k > x + 1 or n < k:
        return -1
    ans += min(x, i)
    return solve(n, k, x, i+1, ans)
",False,True,2,1.0
1870A,5,"['misc', 'for loop', 'break statement', 'while loop', 'if statement']","['if statement', 'tuple']","['i', 'm', 'p', 'o', 'r', 't', ' ', 's', 'y', '\r', '\n', 'n', 'u', '=', '.', 'd', 'e', 'a', 'l', '(', ')', 'f', '_', 'g', ':', ',', 'k', 'x', '>', '<', '-', '1', 'c', '*', '/', '2', '+', '0', '!', '#', 'b', 'h', ';', 'T', '{', 'w', '""', '%', '\\', '?', '}', '|', '\t', '&', '[', ']', ""'"", 'N', '5', 'z', 'I', 'v', 'q']","def solve():
    n, k, x = map(int, input().split())
    mex_sum = sum(range(k))
    max_sum = mex_sum + (n - k) * x
    print(max_sum if max_sum <= x * n else -1)
",False,False,2,1.0
1867A,0,['this is the og problem'],['for loop'],"['t', ' ', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', 'k', 'a', 'g', 'e', ':', '[', '.', 's', 'l', ']', 'd', ',', '0', '*', 'c', '1', '-', '_', 'm', 'v', 'x', '""', 'j', ';', 'b', '&', 'h', 'w', '|', '<', 'y', '!', '+', ""'"", 'T', 'A', 'L', '{', '}', 'z', '#', 'q', 'C', '2', '/', '>', 'N', '5', '\t', '%']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    b = [0] * (n + 1)
    for i in range(n):
        b[a[i]] = i + 1
    for i in range(1, n + 1):
        print(b[i], end=' ')
    print()
",False,True,1,1.0
1867A,1,['if statement'],['for loop'],"['t', ' ', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', 'k', 'a', 'g', 'e', ':', '[', '.', 's', 'l', ']', 'd', ',', '0', '*', 'c', '1', '-', '_', 'm', 'v', 'x', '""', 'j', ';', 'b', '&', 'h', 'w', '|', '<', 'y', '!', '+', ""'"", 'T', 'A', 'L', '{', '}', 'z', '#', 'q', 'C', '2', '/', '>', 'N', '5', '\t', '%']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    b = [0] * (n + 1)
    for i in range(n):
        b[a[i]] = i + 1
    print(*b[1:])
",False,True,1,1.0
1867A,2,"['if statement', 'for loop']",['for loop'],"['t', ' ', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', 'k', 'a', 'g', 'e', ':', '[', '.', 's', 'l', ']', 'd', ',', '0', '*', 'c', '1', '-', '_', 'm', 'v', 'x', '""', 'j', ';', 'b', '&', 'h', 'w', '|', '<', 'y', '!', '+', ""'"", 'T', 'A', 'L', '{', '}', 'z', '#', 'q', 'C', '2', '/', '>', 'N', '5', '\t', '%']","import sys
from collections import defaultdict

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    d = defaultdict(list)
    for i in range(n):
        d[a[i] - (i + 1)].append(i)
",False,False,1,1.0
1867A,3,"['if statement', 'for loop', 'queue']","['recursion', 'hashmap', 'if statement', 'for loop']","['t', ' ', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', 'k', 'a', 'g', 'e', ':', '[', '.', 's', 'l', ']', 'd', ',', '0', '*', 'c', '1', '-', '_', 'm', 'v', 'x', '""', 'j', ';', 'b', '&', 'h', 'w', '|', '<', 'y', '!', '+', ""'"", 'T', 'A', 'L', '{', '}', 'z', '#', 'q', 'C', '2', '/', '>', 'N', '5', '\t', '%']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    b = [0] * (n + 1)
    def helper(i):
        if i == n:
            return
        for j in range(1, n+1):
            if j not in a[i:]:
                b[j] = i + 1
                break
        helper(i + 1)
    helper(0)
    print(*b[1:])
",False,False,4,1.0
1867A,4,"['if statement', 'for loop', 'queue', 'recursion']",['for loop'],"['t', ' ', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', 'k', 'a', 'g', 'e', ':', '[', '.', 's', 'l', ']', 'd', ',', '0', '*', 'c', '1', '-', '_', 'm', 'v', 'x', '""', 'j', ';', 'b', '&', 'h', 'w', '|', '<', 'y', '!', '+', ""'"", 'T', 'A', 'L', '{', '}', 'z', '#', 'q', 'C', '2', '/', '>', 'N', '5', '\t', '%']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    b = sorted(range(n), key=lambda x: a[x])
    print(*[x + 1 for x in b])
",False,False,1,1.0
1867A,5,"['if statement', 'for loop', 'queue', 'recursion', 'hashmap']",['for loop'],"['t', ' ', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', 'k', 'a', 'g', 'e', ':', '[', '.', 's', 'l', ']', 'd', ',', '0', '*', 'c', '1', '-', '_', 'm', 'v', 'x', '""', 'j', ';', 'b', '&', 'h', 'w', '|', '<', 'y', '!', '+', ""'"", 'T', 'A', 'L', '{', '}', 'z', '#', 'q', 'C', '2', '/', '>', 'N', '5', '\t', '%']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    b = sorted(range(1, n + 1), key=lambda x: abs(a[x - 1] - x))
    print(*b)
",False,False,1,1.0
1866A,0,['this is the og problem'],"['if statement', 'for loop']","['n', ' ', '=', 'i', 't', '(', 'p', 'u', ')', '\r', '\n', 'a', 'l', 's', 'm', ',', '.', 'r', 'b', 'x', 'f', '""', 'o', 'g', 'e', ':', '[', ']', '*', '0', '1', '_', '\t', 'N', 'A', 'd', ""'"", 'h', 'y', '>', '-', '<', ';', '$', '/', '+', '{', '}', '@']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    ans = float('inf')
    for i in range(n):
        ans = min(ans, abs(a[i]))
    print(ans)
",False,True,2,1.0
1866A,1,['recursion'],"['for loop', 'if statement']","['n', ' ', '=', 'i', 't', '(', 'p', 'u', ')', '\r', '\n', 'a', 'l', 's', 'm', ',', '.', 'r', 'b', 'x', 'f', '""', 'o', 'g', 'e', ':', '[', ']', '*', '0', '1', '_', '\t', 'N', 'A', 'd', ""'"", 'h', 'y', '>', '-', '<', ';', '$', '/', '+', '{', '}', '@']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    min_val = float('inf')
    for num in a:
        min_val = min(min_val, abs(num))
    print(min(min_val, 0))
",False,True,2,1.0
1866A,2,"['recursion', 'if statement']",['if statement'],"['n', ' ', '=', 'i', 't', '(', 'p', 'u', ')', '\r', '\n', 'a', 'l', 's', 'm', ',', '.', 'r', 'b', 'x', 'f', '""', 'o', 'g', 'e', ':', '[', ']', '*', '0', '1', '_', '\t', 'N', 'A', 'd', ""'"", 'h', 'y', '>', '-', '<', ';', '$', '/', '+', '{', '}', '@']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    return min(abs(x) for x in a if x != 0)
",False,False,1,1.0
1866A,3,"['recursion', 'if statement', 'matrix operation']",['for loop'],"['n', ' ', '=', 'i', 't', '(', 'p', 'u', ')', '\r', '\n', 'a', 'l', 's', 'm', ',', '.', 'r', 'b', 'x', 'f', '""', 'o', 'g', 'e', ':', '[', ']', '*', '0', '1', '_', '\t', 'N', 'A', 'd', ""'"", 'h', 'y', '>', '-', '<', ';', '$', '/', '+', '{', '}', '@']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    ans = float('inf')
    for i in range(n):
        ans = min(ans, abs(a[i]))
    print(ans)
",False,True,1,1.0
1866A,4,"['recursion', 'if statement', 'matrix operation', 'tuple']","['for loop', 'if statement']","['n', ' ', '=', 'i', 't', '(', 'p', 'u', ')', '\r', '\n', 'a', 'l', 's', 'm', ',', '.', 'r', 'b', 'x', 'f', '""', 'o', 'g', 'e', ':', '[', ']', '*', '0', '1', '_', '\t', 'N', 'A', 'd', ""'"", 'h', 'y', '>', '-', '<', ';', '$', '/', '+', '{', '}', '@']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    min_val = float('inf')
    for i in range(n):
        min_val = min(min_val, abs(a[i]))
    print(min_val)
",False,False,2,1.0
1864A,0,['this is the og problem'],"['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 'x', ',', 'y', '=', 'm', '.', 's', 'l', '-', '<', '*', '1', '/', '2', '[', ']', 'd', '#', 'c', 'b', '+', 'h', '>', ';', '0', '5', '{', '\t', 'w', '""', '\\', '}', 'q', '!', 'v', ""'"", 'j', 'T', '%', '&', 'k', 'z', '3']","import sys

def solve():
    x, y, n = map(int, input().split())
    if (y - x) < (n - 1):
        print(-1)
        return
    a = [0] * n
    a[0] = x
    for i in range(1, n):
        a[i] = a[i-1] + ((y-x)-(i-1))
    if a[-1] != y:
        print(-1)
        return
    print(*a)
",False,True,2,1.0
